*******************************************************************************
Ephemeris / WWW_USER Thu Nov  5 02:30:22 2015 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: 65803 Didymos (1996 GT)         {source: JPL#120}
Center body name: Sun (10)                        {source: DE-0431LE-0431}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2020-Oct-08 00:00:00.0000 CT 
Stop  time      : A.D. 2020-Oct-11 00:00:00.0000 CT 
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : IAU_SUN                         {East-longitude +}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Small perturbers: Yes                             {source: SB431-BIG16}
Output units    : KM-S                                                         
Output format   : 02
Output type     : GEOMETRIC cartesian states
Coordinate systm: Body Mean Equator and Node of Date                           
*******************************************************************************
Initial FK5/J2000.0 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2454131.5 ! 2007-Jan-31.00 (TDB)         Residual RMS= .3525         
   EC= .3839121996067163   QR= 1.013230564896817   TP= 2454482.5145586831      
   OM= 73.25567294445189   W=  319.1987828564368   IN= 3.408288701970675       
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= n.a.               ROTPER= 2.2593              
   H= 18.                  G= .150                 B-V= n.a.                   
                           ALBEDO= n.a.            STYP= Xk                    
*******************************************************************************
JDCT ,   , X, Y, Z, VX, VY, VZ,
*******************************************************************************
$$SOE
2459131.102777778, A.D. 2020-Oct-08 14:28:00.0000,  1.057754273270503E+08,  1.165738547452077E+08,  2.846781479174018E+06, -2.151396632819466E+01,  2.606297986338708E+01, -2.080639325442887E+00,
2459131.103472222, A.D. 2020-Oct-08 14:29:00.0000,  1.057741364825960E+08,  1.165754185168621E+08,  2.846656640640303E+06, -2.151418217488006E+01,  2.606274198365735E+01, -2.080645134769529E+00,
2459131.104166667, A.D. 2020-Oct-08 14:30:00.0000,  1.057728456251894E+08,  1.165769822742457E+08,  2.846531801757857E+06, -2.151439801774550E+01,  2.606250410204358E+01, -2.080650943809514E+00,
2459131.104861111, A.D. 2020-Oct-08 14:31:00.0000,  1.057715547548340E+08,  1.165785460173542E+08,  2.846406962527052E+06, -2.151461385679038E+01,  2.606226621854646E+01, -2.080656752562827E+00,
2459131.105555556, A.D. 2020-Oct-08 14:32:00.0000,  1.057702638715267E+08,  1.165801097461918E+08,  2.846282122947559E+06, -2.151482969201525E+01,  2.606202833316546E+01, -2.080662561029488E+00,
2459131.106250000, A.D. 2020-Oct-08 14:33:00.0000,  1.057689729752711E+08,  1.165816734607541E+08,  2.846157283019736E+06, -2.151504552341952E+01,  2.606179044590129E+01, -2.080668369209482E+00,
2459131.106944445, A.D. 2020-Oct-08 14:34:00.0000,  1.057676820660640E+08,  1.165832371610453E+08,  2.846032442743272E+06, -2.151526135100377E+01,  2.606155255675340E+01, -2.080674177102820E+00,
2459131.107638889, A.D. 2020-Oct-08 14:35:00.0000,  1.057663911439091E+08,  1.165848008470609E+08,  2.845907602118500E+06, -2.151547717476740E+01,  2.606131466572252E+01, -2.080679984709496E+00,
2459131.108333333, A.D. 2020-Oct-08 14:36:00.0000,  1.057651002088031E+08,  1.165863645188050E+08,  2.845782761145115E+06, -2.151569299471095E+01,  2.606107677280809E+01, -2.080685792029520E+00,
2459131.109027778, A.D. 2020-Oct-08 14:37:00.0000,  1.057638092607498E+08,  1.165879281762735E+08,  2.845657919823468E+06, -2.151590881083386E+01,  2.606083887801081E+01, -2.080691599062888E+00,
2459131.109722222, A.D. 2020-Oct-08 14:38:00.0000,  1.057625182997459E+08,  1.165894918194703E+08,  2.845533078153230E+06, -2.151612462313667E+01,  2.606060098133015E+01, -2.080697405809609E+00,
2459131.110416667, A.D. 2020-Oct-08 14:39:00.0000,  1.057612273257951E+08,  1.165910554483912E+08,  2.845408236134768E+06, -2.151634043161879E+01,  2.606036308276683E+01, -2.080703212269668E+00,
2459131.111111111, A.D. 2020-Oct-08 14:40:00.0000,  1.057599363388943E+08,  1.165926190630402E+08,  2.845283393767759E+06, -2.151655623628080E+01,  2.606012518232030E+01, -2.080709018443086E+00,
2459131.111805555, A.D. 2020-Oct-08 14:41:00.0000,  1.057586453390469E+08,  1.165941826634130E+08,  2.845158551052570E+06, -2.151677203712210E+01,  2.605988727999127E+01, -2.080714824329855E+00,
2459131.112500000, A.D. 2020-Oct-08 14:42:00.0000,  1.057573543262499E+08,  1.165957462495137E+08,  2.845033707988866E+06, -2.151698783414322E+01,  2.605964937577919E+01, -2.080720629929978E+00,
2459131.113194444, A.D. 2020-Oct-08 14:43:00.0000,  1.057560633005069E+08,  1.165973098213380E+08,  2.844908864576988E+06, -2.151720362734362E+01,  2.605941146968477E+01, -2.080726435243454E+00,
2459131.113888889, A.D. 2020-Oct-08 14:44:00.0000,  1.057547722618147E+08,  1.165988733788900E+08,  2.844784020816639E+06, -2.151741941672382E+01,  2.605917356170748E+01, -2.080732240270292E+00,
2459131.114583333, A.D. 2020-Oct-08 14:45:00.0000,  1.057534812101770E+08,  1.166004369221653E+08,  2.844659176708162E+06, -2.151763520228326E+01,  2.605893565184802E+01, -2.080738045010481E+00,
2459131.115277778, A.D. 2020-Oct-08 14:46:00.0000,  1.057521901455906E+08,  1.166020004511681E+08,  2.844534332251251E+06, -2.151785098402247E+01,  2.605869774010585E+01, -2.080743849464040E+00,
2459131.115972222, A.D. 2020-Oct-08 14:47:00.0000,  1.057508990680591E+08,  1.166035639658941E+08,  2.844409487446234E+06, -2.151806676194088E+01,  2.605845982648168E+01, -2.080749653630951E+00,
2459131.116666667, A.D. 2020-Oct-08 14:48:00.0000,  1.057496079775793E+08,  1.166051274663472E+08,  2.844284642292820E+06, -2.151828253603905E+01,  2.605822191097496E+01, -2.080755457511232E+00,
2459131.117361111, A.D. 2020-Oct-08 14:49:00.0000,  1.057483168741549E+08,  1.166066909525233E+08,  2.844159796791337E+06, -2.151849830631637E+01,  2.605798399358642E+01, -2.080761261104877E+00,
2459131.118055556, A.D. 2020-Oct-08 14:50:00.0000,  1.057470257577826E+08,  1.166082544244263E+08,  2.844034950941503E+06, -2.151871407277343E+01,  2.605774607431550E+01, -2.080767064411893E+00,
2459131.118750000, A.D. 2020-Oct-08 14:51:00.0000,  1.057457346284662E+08,  1.166098178820521E+08,  2.843910104743630E+06, -2.151892983540962E+01,  2.605750815316291E+01, -2.080772867432268E+00,
2459131.119444444, A.D. 2020-Oct-08 14:52:00.0000,  1.057444434862025E+08,  1.166113813254047E+08,  2.843785258197412E+06, -2.151914559422551E+01,  2.605727023012812E+01, -2.080778670166023E+00,
2459131.120138889, A.D. 2020-Oct-08 14:53:00.0000,  1.057431523309950E+08,  1.166129447544797E+08,  2.843660411303215E+06, -2.151936134922050E+01,  2.605703230521182E+01, -2.080784472613141E+00,
2459131.120833333, A.D. 2020-Oct-08 14:54:00.0000,  1.057418611628407E+08,  1.166145081692812E+08,  2.843535564060718E+06, -2.151957710039515E+01,  2.605679437841349E+01, -2.080790274773641E+00,
2459131.121527778, A.D. 2020-Oct-08 14:55:00.0000,  1.057405699817431E+08,  1.166160715698050E+08,  2.843410716470249E+06, -2.151979284774888E+01,  2.605655644973382E+01, -2.080796076647507E+00,
2459131.122222222, A.D. 2020-Oct-08 14:56:00.0000,  1.057392787876991E+08,  1.166176349560551E+08,  2.843285868531525E+06, -2.152000859128224E+01,  2.605631851917229E+01, -2.080801878234757E+00,
2459131.122916667, A.D. 2020-Oct-08 14:57:00.0000,  1.057379875807123E+08,  1.166191983280272E+08,  2.843161020244867E+06, -2.152022433099464E+01,  2.605608058672958E+01, -2.080807679535377E+00,
2459131.123611111, A.D. 2020-Oct-08 14:58:00.0000,  1.057366963607795E+08,  1.166207616857254E+08,  2.843036171609998E+06, -2.152044006688666E+01,  2.605584265240518E+01, -2.080813480549386E+00,
2459131.124305556, A.D. 2020-Oct-08 14:59:00.0000,  1.057354051279043E+08,  1.166223250291454E+08,  2.842911322627224E+06, -2.152065579895769E+01,  2.605560471619977E+01, -2.080819281276769E+00,
2459131.125000000, A.D. 2020-Oct-08 15:00:00.0000,  1.057341138820837E+08,  1.166238883582913E+08,  2.842786473296247E+06, -2.152087152720828E+01,  2.605536677811283E+01, -2.080825081717542E+00,
2459131.125694444, A.D. 2020-Oct-08 15:01:00.0000,  1.057328226233195E+08,  1.166254516731608E+08,  2.842661623617262E+06, -2.152108725163815E+01,  2.605512883814475E+01, -2.080830881871698E+00,
2459131.126388889, A.D. 2020-Oct-08 15:02:00.0000,  1.057315313516136E+08,  1.166270149737518E+08,  2.842536773590431E+06, -2.152130297224699E+01,  2.605489089629592E+01, -2.080836681739237E+00,
2459131.127083333, A.D. 2020-Oct-08 15:03:00.0000,  1.057302400669630E+08,  1.166285782600682E+08,  2.842411923215471E+06, -2.152151868903535E+01,  2.605465295256580E+01, -2.080842481320166E+00,
2459131.127777778, A.D. 2020-Oct-08 15:04:00.0000,  1.057289487693711E+08,  1.166301415321060E+08,  2.842287072492681E+06, -2.152173440200266E+01,  2.605441500695511E+01, -2.080848280614481E+00,
2459131.128472222, A.D. 2020-Oct-08 15:05:00.0000,  1.057276574588348E+08,  1.166317047898690E+08,  2.842162221421793E+06, -2.152195011114946E+01,  2.605417705946329E+01, -2.080854079622192E+00,
2459131.129166667, A.D. 2020-Oct-08 15:06:00.0000,  1.057263661353579E+08,  1.166332680333530E+08,  2.842037370003141E+06, -2.152216581647517E+01,  2.605393911009106E+01, -2.080859878343288E+00,
2459131.129861111, A.D. 2020-Oct-08 15:07:00.0000,  1.057250747989370E+08,  1.166348312625621E+08,  2.841912518236399E+06, -2.152238151798035E+01,  2.605370115883789E+01, -2.080865676777789E+00,
2459131.130555556, A.D. 2020-Oct-08 15:08:00.0000,  1.057237834495758E+08,  1.166363944774920E+08,  2.841787666121922E+06, -2.152259721566441E+01,  2.605346320570447E+01, -2.080871474925676E+00,
2459131.131250000, A.D. 2020-Oct-08 15:09:00.0000,  1.057224920872712E+08,  1.166379576781467E+08,  2.841662813659415E+06, -2.152281290952791E+01,  2.605322525069026E+01, -2.080877272786971E+00,
2459131.131944444, A.D. 2020-Oct-08 15:10:00.0000,  1.057212007120268E+08,  1.166395208645220E+08,  2.841537960849203E+06, -2.152302859957025E+01,  2.605298729379597E+01, -2.080883070361654E+00,
2459131.132638889, A.D. 2020-Oct-08 15:11:00.0000,  1.057199093238394E+08,  1.166410840366219E+08,  2.841413107690983E+06, -2.152324428579200E+01,  2.605274933502108E+01, -2.080888867649747E+00,
2459131.133333333, A.D. 2020-Oct-08 15:12:00.0000,  1.057186179227126E+08,  1.166426471944421E+08,  2.841288254185095E+06, -2.152345996819257E+01,  2.605251137436627E+01, -2.080894664651234E+00,
2459131.134027778, A.D. 2020-Oct-08 15:13:00.0000,  1.057173265086433E+08,  1.166442103379867E+08,  2.841163400331229E+06, -2.152367564677252E+01,  2.605227341183101E+01, -2.080900461366133E+00,
2459131.134722222, A.D. 2020-Oct-08 15:14:00.0000,  1.057160350816351E+08,  1.166457734672514E+08,  2.841038546129748E+06, -2.152389132153126E+01,  2.605203544741600E+01, -2.080906257794432E+00,
2459131.135416667, A.D. 2020-Oct-08 15:15:00.0000,  1.057147436416848E+08,  1.166473365822403E+08,  2.840913691580310E+06, -2.152410699246934E+01,  2.605179748112072E+01, -2.080912053936144E+00,
2459131.136111111, A.D. 2020-Oct-08 15:16:00.0000,  1.057134521887961E+08,  1.166488996829491E+08,  2.840788836683281E+06, -2.152432265958619E+01,  2.605155951294586E+01, -2.080917849791257E+00,
2459131.136805556, A.D. 2020-Oct-08 15:17:00.0000,  1.057121607229658E+08,  1.166504627693818E+08,  2.840663981438354E+06, -2.152453832288234E+01,  2.605132154289088E+01, -2.080923645359789E+00,
2459131.137500000, A.D. 2020-Oct-08 15:18:00.0000,  1.057108692441975E+08,  1.166520258415342E+08,  2.840539125845857E+06, -2.152475398235723E+01,  2.605108357095650E+01, -2.080929440641727E+00,
2459131.138194445, A.D. 2020-Oct-08 15:19:00.0000,  1.057095777524880E+08,  1.166535888994102E+08,  2.840414269905470E+06, -2.152496963801140E+01,  2.605084559714217E+01, -2.080935235637082E+00,
2459131.138888889, A.D. 2020-Oct-08 15:20:00.0000,  1.057082862478410E+08,  1.166551519430058E+08,  2.840289413617581E+06, -2.152518528984427E+01,  2.605060762144860E+01, -2.080941030345848E+00,
2459131.139583333, A.D. 2020-Oct-08 15:21:00.0000,  1.057069947302534E+08,  1.166567149723247E+08,  2.840164556981839E+06, -2.152540093785641E+01,  2.605036964387525E+01, -2.080946824768038E+00,
2459131.140277778, A.D. 2020-Oct-08 15:22:00.0000,  1.057057031997286E+08,  1.166582779873630E+08,  2.840039699998610E+06, -2.152561658204721E+01,  2.605013166442283E+01, -2.080952618903638E+00,
2459131.140972222, A.D. 2020-Oct-08 15:23:00.0000,  1.057044116562636E+08,  1.166598409881244E+08,  2.839914842667587E+06, -2.152583222241723E+01,  2.604989368309079E+01, -2.080958412752665E+00,
2459131.141666667, A.D. 2020-Oct-08 15:24:00.0000,  1.057031200998620E+08,  1.166614039746048E+08,  2.839789984989099E+06, -2.152604785896590E+01,  2.604965569987985E+01, -2.080964206315109E+00,
2459131.142361111, A.D. 2020-Oct-08 15:25:00.0000,  1.057018285305207E+08,  1.166629669468083E+08,  2.839665126962833E+06, -2.152626349169375E+01,  2.604941771478946E+01, -2.080969999590986E+00,
2459131.143055555, A.D. 2020-Oct-08 15:26:00.0000,  1.057005369482431E+08,  1.166645299047305E+08,  2.839540268589154E+06, -2.152647912060022E+01,  2.604917972782033E+01, -2.080975792580274E+00,
2459131.143750000, A.D. 2020-Oct-08 15:27:00.0000,  1.056992453530263E+08,  1.166660928483755E+08,  2.839415409867734E+06, -2.152669474568585E+01,  2.604894173897193E+01, -2.080981585283000E+00,
2459131.144444444, A.D. 2020-Oct-08 15:28:00.0000,  1.056979537448738E+08,  1.166676557777391E+08,  2.839290550798930E+06, -2.152691036695007E+01,  2.604870374824495E+01, -2.080987377699149E+00,
2459131.145138889, A.D. 2020-Oct-08 15:29:00.0000,  1.056966621237824E+08,  1.166692186928252E+08,  2.839165691382423E+06, -2.152712598439341E+01,  2.604846575563886E+01, -2.080993169828734E+00,
2459131.145833333, A.D. 2020-Oct-08 15:30:00.0000,  1.056953704897557E+08,  1.166707815936297E+08,  2.839040831618562E+06, -2.152734159801532E+01,  2.604822776115437E+01, -2.080998961671739E+00,
2459131.146527778, A.D. 2020-Oct-08 15:31:00.0000,  1.056940788427907E+08,  1.166723444801565E+08,  2.838915971507020E+06, -2.152755720781632E+01,  2.604798976479093E+01, -2.081004753228187E+00,
2459131.147222222, A.D. 2020-Oct-08 15:32:00.0000,  1.056927871828909E+08,  1.166739073524014E+08,  2.838791111048169E+06, -2.152777281379584E+01,  2.604775176654926E+01, -2.081010544498064E+00,
2459131.147916667, A.D. 2020-Oct-08 15:33:00.0000,  1.056914955100532E+08,  1.166754702103684E+08,  2.838666250241704E+06, -2.152798841595443E+01,  2.604751376642881E+01, -2.081016335481385E+00,
2459131.148611111, A.D. 2020-Oct-08 15:34:00.0000,  1.056902038242811E+08,  1.166770330540533E+08,  2.838541389087930E+06, -2.152820401429152E+01,  2.604727576443030E+01, -2.081022126178134E+00,
2459131.149305556, A.D. 2020-Oct-08 15:35:00.0000,  1.056889121255716E+08,  1.166785958834600E+08,  2.838416527586564E+06, -2.152841960880765E+01,  2.604703776055317E+01, -2.081027916588333E+00,
2459131.150000000, A.D. 2020-Oct-08 15:36:00.0000,  1.056876204139282E+08,  1.166801586985845E+08,  2.838291665737949E+06, -2.152863519950225E+01,  2.604679975479814E+01, -2.081033706711963E+00,
2459131.150694444, A.D. 2020-Oct-08 15:37:00.0000,  1.056863286893478E+08,  1.166817214994305E+08,  2.838166803541765E+06, -2.152885078637586E+01,  2.604656174716467E+01, -2.081039496549048E+00,
2459131.151388889, A.D. 2020-Oct-08 15:38:00.0000,  1.056850369518339E+08,  1.166832842859941E+08,  2.838041940998375E+06, -2.152906636942789E+01,  2.604632373765347E+01, -2.081045286099565E+00,
2459131.152083333, A.D. 2020-Oct-08 15:39:00.0000,  1.056837452013835E+08,  1.166848470582790E+08,  2.837917078107454E+06, -2.152928194865891E+01,  2.604608572626399E+01, -2.081051075363540E+00,
2459131.152777778, A.D. 2020-Oct-08 15:40:00.0000,  1.056824534380002E+08,  1.166864098162811E+08,  2.837792214869335E+06, -2.152949752406833E+01,  2.604584771299695E+01, -2.081056864340951E+00,
2459131.153472222, A.D. 2020-Oct-08 15:41:00.0000,  1.056811616616808E+08,  1.166879725600044E+08,  2.837667351283737E+06, -2.152971309565671E+01,  2.604560969785179E+01, -2.081062653031818E+00,
2459131.154166667, A.D. 2020-Oct-08 15:42:00.0000,  1.056798698724288E+08,  1.166895352894448E+08,  2.837542487350993E+06, -2.152992866342346E+01,  2.604537168082924E+01, -2.081068441436134E+00,
2459131.154861111, A.D. 2020-Oct-08 15:43:00.0000,  1.056785780702413E+08,  1.166910980046061E+08,  2.837417623070769E+06, -2.153014422736913E+01,  2.604513366192874E+01, -2.081074229553906E+00,
2459131.155555556, A.D. 2020-Oct-08 15:44:00.0000,  1.056772862551217E+08,  1.166926607054841E+08,  2.837292758443445E+06, -2.153035978749314E+01,  2.604489564115102E+01, -2.081080017385128E+00,
2459131.156250000, A.D. 2020-Oct-08 15:45:00.0000,  1.056759944270669E+08,  1.166942233920829E+08,  2.837167893468708E+06, -2.153057534379604E+01,  2.604465761849551E+01, -2.081085804929812E+00,
2459131.156944444, A.D. 2020-Oct-08 15:46:00.0000,  1.056747025860788E+08,  1.166957860644003E+08,  2.837043028146707E+06, -2.153079089627754E+01,  2.604441959396264E+01, -2.081091592187953E+00,
2459131.157638889, A.D. 2020-Oct-08 15:47:00.0000,  1.056734107321595E+08,  1.166973487224341E+08,  2.836918162477657E+06, -2.153100644493734E+01,  2.604418156755278E+01, -2.081097379159544E+00,
2459131.158333333, A.D. 2020-Oct-08 15:48:00.0000,  1.056721188653056E+08,  1.166989113661883E+08,  2.836793296461210E+06, -2.153122198977598E+01,  2.604394353926540E+01, -2.081103165844604E+00,
2459131.159027778, A.D. 2020-Oct-08 15:49:00.0000,  1.056708269855208E+08,  1.167004739956587E+08,  2.836668430097759E+06, -2.153143753079290E+01,  2.604370550910121E+01, -2.081108952243122E+00,
2459131.159722222, A.D. 2020-Oct-08 15:50:00.0000,  1.056695350928020E+08,  1.167020366108494E+08,  2.836543563386954E+06, -2.153165306798862E+01,  2.604346747705966E+01, -2.081114738355110E+00,
2459131.160416667, A.D. 2020-Oct-08 15:51:00.0000,  1.056682431871527E+08,  1.167035992117559E+08,  2.836418696329154E+06, -2.153186860136259E+01,  2.604322944314146E+01, -2.081120524180555E+00,
2459131.161111111, A.D. 2020-Oct-08 15:52:00.0000,  1.056669512685699E+08,  1.167051617983824E+08,  2.836293828924052E+06, -2.153208413091535E+01,  2.604299140734609E+01, -2.081126309719476E+00,
2459131.161805556, A.D. 2020-Oct-08 15:53:00.0000,  1.056656593370572E+08,  1.167067243707247E+08,  2.836168961172007E+06, -2.153229965664631E+01,  2.604275336967422E+01, -2.081132094971858E+00,
2459131.162500000, A.D. 2020-Oct-08 15:54:00.0000,  1.056643673926113E+08,  1.167082869287867E+08,  2.836044093072660E+06, -2.153251517855603E+01,  2.604251533012534E+01, -2.081137879937717E+00,
2459131.163194444, A.D. 2020-Oct-08 15:55:00.0000,  1.056630754352358E+08,  1.167098494725642E+08,  2.835919224626414E+06, -2.153273069664393E+01,  2.604227728870015E+01, -2.081143664617041E+00,
2459131.163888889, A.D. 2020-Oct-08 15:56:00.0000,  1.056617834649278E+08,  1.167114120020613E+08,  2.835794355832927E+06, -2.153294621091055E+01,  2.604203924539810E+01, -2.081149449009848E+00,
2459131.164583333, A.D. 2020-Oct-08 15:57:00.0000,  1.056604914816906E+08,  1.167129745172736E+08,  2.835669486692540E+06, -2.153316172135533E+01,  2.604180120021991E+01, -2.081155233116121E+00,
2459131.165277778, A.D. 2020-Oct-08 15:58:00.0000,  1.056591994855213E+08,  1.167145370182052E+08,  2.835544617204972E+06, -2.153337722797880E+01,  2.604156315316504E+01, -2.081161016935878E+00,
2459131.165972222, A.D. 2020-Oct-08 15:59:00.0000,  1.056579074764234E+08,  1.167160995048519E+08,  2.835419747370526E+06, -2.153359273078038E+01,  2.604132510423418E+01, -2.081166800469108E+00,
2459131.166666667, A.D. 2020-Oct-08 16:00:00.0000,  1.056566154543937E+08,  1.167176619772176E+08,  2.835294877188914E+06, -2.153380822976063E+01,  2.604108705342681E+01, -2.081172583715823E+00,
2459131.167361111, A.D. 2020-Oct-08 16:01:00.0000,  1.056553234194359E+08,  1.167192244352982E+08,  2.835170006660499E+06, -2.153402372491898E+01,  2.604084900074363E+01, -2.081178366676017E+00,
2459131.168055556, A.D. 2020-Oct-08 16:02:00.0000,  1.056540313715469E+08,  1.167207868790976E+08,  2.835045135784924E+06, -2.153423921625597E+01,  2.604061094618410E+01, -2.081184149349699E+00,
2459131.168750000, A.D. 2020-Oct-08 16:03:00.0000,  1.056527393107301E+08,  1.167223493086117E+08,  2.834920264562570E+06, -2.153445470377100E+01,  2.604037288974892E+01, -2.081189931736859E+00,
2459131.169444445, A.D. 2020-Oct-08 16:04:00.0000,  1.056514472369825E+08,  1.167239117238443E+08,  2.834795392993130E+06, -2.153467018746466E+01,  2.604013483143756E+01, -2.081195713837513E+00,
2459131.170138889, A.D. 2020-Oct-08 16:05:00.0000,  1.056501551503077E+08,  1.167254741247914E+08,  2.834670521076925E+06, -2.153488566733634E+01,  2.603989677125072E+01, -2.081201495651648E+00,
2459131.170833333, A.D. 2020-Oct-08 16:06:00.0000,  1.056488630507026E+08,  1.167270365114568E+08,  2.834545648813657E+06, -2.153510114338659E+01,  2.603965870918788E+01, -2.081207277179283E+00,
2459131.171527778, A.D. 2020-Oct-08 16:07:00.0000,  1.056475709381706E+08,  1.167285988838364E+08,  2.834420776203677E+06, -2.153531661561485E+01,  2.603942064524971E+01, -2.081213058420396E+00,
2459131.172222222, A.D. 2020-Oct-08 16:08:00.0000,  1.056462788127088E+08,  1.167301612419342E+08,  2.834295903246656E+06, -2.153553208402165E+01,  2.603918257943570E+01, -2.081218839375012E+00,
2459131.172916667, A.D. 2020-Oct-08 16:09:00.0000,  1.056449866743207E+08,  1.167317235857459E+08,  2.834171029942952E+06, -2.153574754860642E+01,  2.603894451174655E+01, -2.081224620043118E+00,
2459131.173611111, A.D. 2020-Oct-08 16:10:00.0000,  1.056436945230031E+08,  1.167332859152755E+08,  2.834046156292267E+06, -2.153596300936971E+01,  2.603870644218172E+01, -2.081230400424726E+00,
2459131.174305555, A.D. 2020-Oct-08 16:11:00.0000,  1.056424023587596E+08,  1.167348482305188E+08,  2.833921282294922E+06, -2.153617846631094E+01,  2.603846837074191E+01, -2.081236180519825E+00,
2459131.175000000, A.D. 2020-Oct-08 16:12:00.0000,  1.056411101815872E+08,  1.167364105314799E+08,  2.833796407950610E+06, -2.153639391943066E+01,  2.603823029742660E+01, -2.081241960328434E+00,
2459131.175694444, A.D. 2020-Oct-08 16:13:00.0000,  1.056398179914894E+08,  1.167379728181544E+08,  2.833671533259682E+06, -2.153660936872829E+01,  2.603799222223647E+01, -2.081247739850534E+00,
2459131.176388889, A.D. 2020-Oct-08 16:14:00.0000,  1.056385257884631E+08,  1.167395350905465E+08,  2.833546658221833E+06, -2.153682481420437E+01,  2.603775414517099E+01, -2.081253519086143E+00,
2459131.177083333, A.D. 2020-Oct-08 16:15:00.0000,  1.056372335725119E+08,  1.167410973486518E+08,  2.833421782837413E+06, -2.153704025585834E+01,  2.603751606623089E+01, -2.081259298035254E+00,
2459131.177777778, A.D. 2020-Oct-08 16:16:00.0000,  1.056359413436325E+08,  1.167426595924743E+08,  2.833296907106079E+06, -2.153725569369073E+01,  2.603727798541560E+01, -2.081265076697875E+00,
2459131.178472222, A.D. 2020-Oct-08 16:17:00.0000,  1.056346491018287E+08,  1.167442218220099E+08,  2.833172031028211E+06, -2.153747112770098E+01,  2.603703990272583E+01, -2.081270855073996E+00,
2459131.179166667, A.D. 2020-Oct-08 16:18:00.0000,  1.056333568470973E+08,  1.167457840372626E+08,  2.833047154603489E+06, -2.153768655788962E+01,  2.603680181816105E+01, -2.081276633163634E+00,
2459131.179861111, A.D. 2020-Oct-08 16:19:00.0000,  1.056320645794419E+08,  1.167473462382280E+08,  2.832922277832232E+06, -2.153790198425608E+01,  2.603656373172197E+01, -2.081282410966779E+00,
2459131.180555556, A.D. 2020-Oct-08 16:20:00.0000,  1.056307722988593E+08,  1.167489084249103E+08,  2.832797400714174E+06, -2.153811740680091E+01,  2.603632564340805E+01, -2.081288188483445E+00,
2459131.181250000, A.D. 2020-Oct-08 16:21:00.0000,  1.056294800053532E+08,  1.167504705973052E+08,  2.832672523249626E+06, -2.153833282552354E+01,  2.603608755321998E+01, -2.081293965713613E+00,
2459131.181944444, A.D. 2020-Oct-08 16:22:00.0000,  1.056281876989204E+08,  1.167520327554166E+08,  2.832547645438299E+06, -2.153854824042450E+01,  2.603584946115724E+01, -2.081299742657306E+00,
2459131.182638889, A.D. 2020-Oct-08 16:23:00.0000,  1.056268953795645E+08,  1.167535948992404E+08,  2.832422767280519E+06, -2.153876365150322E+01,  2.603561136722053E+01, -2.081305519314510E+00,
2459131.183333333, A.D. 2020-Oct-08 16:24:00.0000,  1.056256030472823E+08,  1.167551570287806E+08,  2.832297888775989E+06, -2.153897905876025E+01,  2.603537327140931E+01, -2.081311295685241E+00,
2459131.184027778, A.D. 2020-Oct-08 16:25:00.0000,  1.056243107020775E+08,  1.167567191440329E+08,  2.832173009925045E+06, -2.153919446219501E+01,  2.603513517372429E+01, -2.081317071769483E+00,
2459131.184722222, A.D. 2020-Oct-08 16:26:00.0000,  1.056230183439469E+08,  1.167582812450013E+08,  2.832048130727388E+06, -2.153940986180806E+01,  2.603489707416492E+01, -2.081322847567257E+00,
2459131.185416667, A.D. 2020-Oct-08 16:27:00.0000,  1.056217259728942E+08,  1.167598433316817E+08,  2.831923251183346E+06, -2.153962525759880E+01,  2.603465897273191E+01, -2.081328623078550E+00,
2459131.186111111, A.D. 2020-Oct-08 16:28:00.0000,  1.056204335889161E+08,  1.167614054040780E+08,  2.831798371292628E+06, -2.153984064956779E+01,  2.603442086942473E+01, -2.081334398303373E+00,
2459131.186805556, A.D. 2020-Oct-08 16:29:00.0000,  1.056191411920164E+08,  1.167629674621859E+08,  2.831673491055571E+06, -2.154005603771445E+01,  2.603418276424408E+01, -2.081340173241717E+00,
2459131.187500000, A.D. 2020-Oct-08 16:30:00.0000,  1.056178487821917E+08,  1.167645295060096E+08,  2.831548610471837E+06, -2.154027142203933E+01,  2.603394465718943E+01, -2.081345947893597E+00,
2459131.188194444, A.D. 2020-Oct-08 16:31:00.0000,  1.056165563594441E+08,  1.167660915355468E+08,  2.831423729541659E+06, -2.154048680254214E+01,  2.603370654826115E+01, -2.081351722259008E+00,
2459131.188888889, A.D. 2020-Oct-08 16:32:00.0000,  1.056152639237755E+08,  1.167676535507953E+08,  2.831298848265186E+06, -2.154070217922257E+01,  2.603346843745967E+01, -2.081357496337944E+00,
2459131.189583333, A.D. 2020-Oct-08 16:33:00.0000,  1.056139714751827E+08,  1.167692155517592E+08,  2.831173966642104E+06, -2.154091755208119E+01,  2.603323032478442E+01, -2.081363270130421E+00,
