*******************************************************************************
Ephemeris / WWW_USER Thu Nov  5 02:30:22 2015 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: 65803 Didymos (1996 GT)         {source: JPL#120}
Center body name: Sun (10)                        {source: DE-0431LE-0431}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2020-Oct-08 00:00:00.0000 CT 
Stop  time      : A.D. 2020-Oct-11 00:00:00.0000 CT 
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : IAU_SUN                         {East-longitude +}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Small perturbers: Yes                             {source: SB431-BIG16}
Output units    : KM-S                                                         
Output format   : 02
Output type     : GEOMETRIC cartesian states
Coordinate systm: Body Mean Equator and Node of Date                           
*******************************************************************************
Initial FK5/J2000.0 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2454131.5 ! 2007-Jan-31.00 (TDB)         Residual RMS= .3525         
   EC= .3839121996067163   QR= 1.013230564896817   TP= 2454482.5145586831      
   OM= 73.25567294445189   W=  319.1987828564368   IN= 3.408288701970675       
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= n.a.               ROTPER= 2.2593              
   H= 18.                  G= .150                 B-V= n.a.                   
                           ALBEDO= n.a.            STYP= Xk                    
*******************************************************************************
JDCT ,   , X, Y, Z, VX, VY, VZ,
*******************************************************************************
$$SOE
2459131.977777778, A.D. 2020-Oct-09 11:28:00.0000,  1.041387675467845E+08,  1.185328491752167E+08,  2.689214176785059E+06, -2.178289824014109E+01,  2.576178507590231E+01, -2.087732252597993E+00,
2459131.978472222, A.D. 2020-Oct-09 11:29:00.0000,  1.041374605665603E+08,  1.185343948751147E+08,  2.689088912686504E+06, -2.178310926205481E+01,  2.576154488891788E+01, -2.087737702048509E+00,
2459131.979166667, A.D. 2020-Oct-09 11:30:00.0000,  1.041361535736732E+08,  1.185359405606033E+08,  2.688963648260817E+06, -2.178332028013130E+01,  2.576130470015454E+01, -2.087743151214502E+00,
2459131.979861111, A.D. 2020-Oct-09 11:31:00.0000,  1.041348465681268E+08,  1.185374862316786E+08,  2.688838383508354E+06, -2.178353129436998E+01,  2.576106450961301E+01, -2.087748600095955E+00,
2459131.980555556, A.D. 2020-Oct-09 11:32:00.0000,  1.041335395499180E+08,  1.185390318883444E+08,  2.688713118428811E+06, -2.178374230477142E+01,  2.576082431729274E+01, -2.087754048692892E+00,
2459131.981250000, A.D. 2020-Oct-09 11:33:00.0000,  1.041322325190503E+08,  1.185405775305966E+08,  2.688587853022531E+06, -2.178395331133503E+01,  2.576058412319444E+01, -2.087759497005294E+00,
2459131.981944445, A.D. 2020-Oct-09 11:34:00.0000,  1.041309254755207E+08,  1.185421231584391E+08,  2.688462587289184E+06, -2.178416431406136E+01,  2.576034392731757E+01, -2.087764945033181E+00,
2459131.982638889, A.D. 2020-Oct-09 11:35:00.0000,  1.041296184193327E+08,  1.185436687718678E+08,  2.688337321229137E+06, -2.178437531294985E+01,  2.576010372966284E+01, -2.087770392776539E+00,
2459131.983333333, A.D. 2020-Oct-09 11:36:00.0000,  1.041283113504833E+08,  1.185452143708866E+08,  2.688212054842062E+06, -2.178458630800103E+01,  2.575986353022970E+01, -2.087775840235379E+00,
2459131.984027778, A.D. 2020-Oct-09 11:37:00.0000,  1.041270042689759E+08,  1.185467599554913E+08,  2.688086788128309E+06, -2.178479729921434E+01,  2.575962332901887E+01, -2.087781287409697E+00,
2459131.984722222, A.D. 2020-Oct-09 11:38:00.0000,  1.041256971748075E+08,  1.185483055256860E+08,  2.687961521087579E+06, -2.178500828659033E+01,  2.575938312602980E+01, -2.087786734299504E+00,
2459131.985416667, A.D. 2020-Oct-09 11:39:00.0000,  1.041243900679816E+08,  1.185498510814664E+08,  2.687836253720209E+06, -2.178521927012842E+01,  2.575914292126320E+01, -2.087792180904792E+00,
2459131.986111111, A.D. 2020-Oct-09 11:40:00.0000,  1.041230829484952E+08,  1.185513966228365E+08,  2.687710986025877E+06, -2.178543024982915E+01,  2.575890271471853E+01, -2.087797627225571E+00,
2459131.986805555, A.D. 2020-Oct-09 11:41:00.0000,  1.041217758163518E+08,  1.185529421497921E+08,  2.687585718004949E+06, -2.178564122569196E+01,  2.575866250639650E+01, -2.087803073261833E+00,
2459131.987500000, A.D. 2020-Oct-09 11:42:00.0000,  1.041204686715482E+08,  1.185544876623372E+08,  2.687460449657105E+06, -2.178585219771740E+01,  2.575842229629656E+01, -2.087808519013592E+00,
2459131.988194444, A.D. 2020-Oct-09 11:43:00.0000,  1.041191615140882E+08,  1.185560331604676E+08,  2.687335180982672E+06, -2.178606316590489E+01,  2.575818208441942E+01, -2.087813964480835E+00,
2459131.988888889, A.D. 2020-Oct-09 11:44:00.0000,  1.041178543439684E+08,  1.185575786441872E+08,  2.687209911981367E+06, -2.178627413025498E+01,  2.575794187076454E+01, -2.087819409663581E+00,
2459131.989583333, A.D. 2020-Oct-09 11:45:00.0000,  1.041165471611926E+08,  1.185591241134920E+08,  2.687084642653525E+06, -2.178648509076710E+01,  2.575770165533263E+01, -2.087824854561811E+00,
2459131.990277778, A.D. 2020-Oct-09 11:46:00.0000,  1.041152399657576E+08,  1.185606695683858E+08,  2.686959372998834E+06, -2.178669604744180E+01,  2.575746143812316E+01, -2.087830299175552E+00,
2459131.990972222, A.D. 2020-Oct-09 11:47:00.0000,  1.041139327576670E+08,  1.185622150088644E+08,  2.686834103017628E+06, -2.178690700027850E+01,  2.575722121913681E+01, -2.087835743504781E+00,
2459131.991666667, A.D. 2020-Oct-09 11:48:00.0000,  1.041126255369177E+08,  1.185637604349320E+08,  2.686708832709618E+06, -2.178711794927775E+01,  2.575698099837306E+01, -2.087841187549515E+00,
2459131.992361111, A.D. 2020-Oct-09 11:49:00.0000,  1.041113183035133E+08,  1.185653058465842E+08,  2.686583562075138E+06, -2.178732889443899E+01,  2.575674077583262E+01, -2.087846631309750E+00,
2459131.993055556, A.D. 2020-Oct-09 11:50:00.0000,  1.041100110574505E+08,  1.185668512438250E+08,  2.686458291113868E+06, -2.178753983576275E+01,  2.575650055151493E+01, -2.087852074785495E+00,
2459131.993750000, A.D. 2020-Oct-09 11:51:00.0000,  1.041087037987331E+08,  1.185683966266503E+08,  2.686333019826174E+06, -2.178775077324847E+01,  2.575626032542070E+01, -2.087857517976740E+00,
2459131.994444444, A.D. 2020-Oct-09 11:52:00.0000,  1.041073965273578E+08,  1.185699419950639E+08,  2.686207748211734E+06, -2.178796170689668E+01,  2.575602009754941E+01, -2.087862960883498E+00,
2459131.995138889, A.D. 2020-Oct-09 11:53:00.0000,  1.041060892433284E+08,  1.185714873490619E+08,  2.686082476270884E+06, -2.178817263670684E+01,  2.575577986790176E+01, -2.087868403505761E+00,
2459131.995833333, A.D. 2020-Oct-09 11:54:00.0000,  1.041047819466415E+08,  1.185730326886480E+08,  2.685957204003312E+06, -2.178838356267947E+01,  2.575553963647719E+01, -2.087873845843541E+00,
2459131.996527778, A.D. 2020-Oct-09 11:55:00.0000,  1.041034746373010E+08,  1.185745780138182E+08,  2.685831931409389E+06, -2.178859448481401E+01,  2.575529940327643E+01, -2.087879287896829E+00,
2459131.997222222, A.D. 2020-Oct-09 11:56:00.0000,  1.041021673153035E+08,  1.185761233245763E+08,  2.685706658488780E+06, -2.178880540311100E+01,  2.575505916829893E+01, -2.087884729665641E+00,
2459131.997916667, A.D. 2020-Oct-09 11:57:00.0000,  1.041008599806527E+08,  1.185776686209183E+08,  2.685581385241836E+06, -2.178901631756987E+01,  2.575481893154539E+01, -2.087890171149960E+00,
2459131.998611111, A.D. 2020-Oct-09 11:58:00.0000,  1.040995526333455E+08,  1.185792139028480E+08,  2.685456111668251E+06, -2.178922722819118E+01,  2.575457869301528E+01, -2.087895612349802E+00,
2459131.999305556, A.D. 2020-Oct-09 11:59:00.0000,  1.040982452733854E+08,  1.185807591703614E+08,  2.685330837768368E+06, -2.178943813497434E+01,  2.575433845270931E+01, -2.087901053265165E+00,
2459132.000000000, A.D. 2020-Oct-09 12:00:00.0000,  1.040969379007694E+08,  1.185823044234623E+08,  2.685205563541867E+06, -2.178964903791992E+01,  2.575409821062692E+01, -2.087906493896051E+00,
2459132.000694444, A.D. 2020-Oct-09 12:01:00.0000,  1.040956305154993E+08,  1.185838496621486E+08,  2.685080288988940E+06, -2.178985993702759E+01,  2.575385796676852E+01, -2.087911934242465E+00,
2459132.001388889, A.D. 2020-Oct-09 12:02:00.0000,  1.040943231175771E+08,  1.185853948864182E+08,  2.684955014109775E+06, -2.179007083229710E+01,  2.575361772113451E+01, -2.087917374304395E+00,
2459132.002083333, A.D. 2020-Oct-09 12:03:00.0000,  1.040930157069995E+08,  1.185869400962750E+08,  2.684829738904029E+06, -2.179028172372897E+01,  2.575337747372433E+01, -2.087922814081859E+00,
2459132.002777778, A.D. 2020-Oct-09 12:04:00.0000,  1.040917082837703E+08,  1.185884852917150E+08,  2.684704463372074E+06, -2.179049261132264E+01,  2.575313722453871E+01, -2.087928253574850E+00,
2459132.003472222, A.D. 2020-Oct-09 12:05:00.0000,  1.040904008478863E+08,  1.185900304727419E+08,  2.684579187513620E+06, -2.179070349507866E+01,  2.575289697357709E+01, -2.087933692783373E+00,
2459132.004166667, A.D. 2020-Oct-09 12:06:00.0000,  1.040890933993510E+08,  1.185915756393517E+08,  2.684453911328964E+06, -2.179091437499644E+01,  2.575265672084020E+01, -2.087939131707424E+00,
2459132.004861111, A.D. 2020-Oct-09 12:07:00.0000,  1.040877859381614E+08,  1.185931207915483E+08,  2.684328634817816E+06, -2.179112525107655E+01,  2.575241646632748E+01, -2.087944570347020E+00,
2459132.005555556, A.D. 2020-Oct-09 12:08:00.0000,  1.040864784643210E+08,  1.185946659293276E+08,  2.684203357980527E+06, -2.179133612331842E+01,  2.575217621003964E+01, -2.087950008702144E+00,
2459132.006250000, A.D. 2020-Oct-09 12:09:00.0000,  1.040851709778267E+08,  1.185962110526935E+08,  2.684078080816776E+06, -2.179154699172257E+01,  2.575193595197614E+01, -2.087955446772813E+00,
2459132.006944444, A.D. 2020-Oct-09 12:10:00.0000,  1.040838634786821E+08,  1.185977561616418E+08,  2.683952803326927E+06, -2.179175785628845E+01,  2.575169569213768E+01, -2.087960884559013E+00,
2459132.007638889, A.D. 2020-Oct-09 12:11:00.0000,  1.040825559668841E+08,  1.185993012561764E+08,  2.683827525510646E+06, -2.179196871701660E+01,  2.575145543052375E+01, -2.087966322060765E+00,
2459132.008333333, A.D. 2020-Oct-09 12:12:00.0000,  1.040812484424362E+08,  1.186008463362933E+08,  2.683702247368291E+06, -2.179217957390646E+01,  2.575121516713502E+01, -2.087971759278052E+00,
2459132.009027778, A.D. 2020-Oct-09 12:13:00.0000,  1.040799409053353E+08,  1.186023914019964E+08,  2.683576968899548E+06, -2.179239042695855E+01,  2.575097490197096E+01, -2.087977196210892E+00,
2459132.009722222, A.D. 2020-Oct-09 12:14:00.0000,  1.040786333555851E+08,  1.186039364532815E+08,  2.683451690104745E+06, -2.179260127617233E+01,  2.575073463503229E+01, -2.087982632859271E+00,
2459132.010416667, A.D. 2020-Oct-09 12:15:00.0000,  1.040773257931823E+08,  1.186054814901526E+08,  2.683326410983607E+06, -2.179281212154833E+01,  2.575049436631845E+01, -2.087988069223208E+00,
2459132.011111111, A.D. 2020-Oct-09 12:16:00.0000,  1.040760182181306E+08,  1.186070265126054E+08,  2.683201131536447E+06, -2.179302296308598E+01,  2.575025409583017E+01, -2.087993505302686E+00,
2459132.011805556, A.D. 2020-Oct-09 12:17:00.0000,  1.040747106304269E+08,  1.186085715206440E+08,  2.683075851762995E+06, -2.179323380078583E+01,  2.575001382356689E+01, -2.087998941097727E+00,
2459132.012500000, A.D. 2020-Oct-09 12:18:00.0000,  1.040734030300747E+08,  1.186101165142641E+08,  2.682950571663521E+06, -2.179344463464731E+01,  2.574977354952932E+01, -2.088004376608312E+00,
2459132.013194445, A.D. 2020-Oct-09 12:19:00.0000,  1.040720954170708E+08,  1.186116614934698E+08,  2.682825291237801E+06, -2.179365546467097E+01,  2.574953327371693E+01, -2.088009811834462E+00,
2459132.013888889, A.D. 2020-Oct-09 12:20:00.0000,  1.040707877914190E+08,  1.186132064582569E+08,  2.682700010486118E+06, -2.179386629085622E+01,  2.574929299613042E+01, -2.088015246776164E+00,
2459132.014583333, A.D. 2020-Oct-09 12:21:00.0000,  1.040694801531160E+08,  1.186147514086293E+08,  2.682574729408197E+06, -2.179407711320363E+01,  2.574905271676925E+01, -2.088020681433429E+00,
2459132.015277778, A.D. 2020-Oct-09 12:22:00.0000,  1.040681725021655E+08,  1.186162963445828E+08,  2.682449448004358E+06, -2.179428793171262E+01,  2.574881243563413E+01, -2.088026115806253E+00,
2459132.015972222, A.D. 2020-Oct-09 12:23:00.0000,  1.040668648385643E+08,  1.186178412661215E+08,  2.682324166274309E+06, -2.179449874638373E+01,  2.574857215272451E+01, -2.088031549894646E+00,
2459132.016666667, A.D. 2020-Oct-09 12:24:00.0000,  1.040655571623161E+08,  1.186193861732411E+08,  2.682198884218387E+06, -2.179470955721640E+01,  2.574833186804110E+01, -2.088036983698593E+00,
2459132.017361111, A.D. 2020-Oct-09 12:25:00.0000,  1.040642494734176E+08,  1.186209310659456E+08,  2.682073601836272E+06, -2.179492036421117E+01,  2.574809158158337E+01, -2.088042417218119E+00,
2459132.018055555, A.D. 2020-Oct-09 12:26:00.0000,  1.040629417718725E+08,  1.186224759442308E+08,  2.681948319128327E+06, -2.179513116736748E+01,  2.574785129335201E+01, -2.088047850453201E+00,
2459132.018750000, A.D. 2020-Oct-09 12:27:00.0000,  1.040616340576776E+08,  1.186240208081007E+08,  2.681823036094218E+06, -2.179534196668585E+01,  2.574761100334649E+01, -2.088053283403864E+00,
2459132.019444444, A.D. 2020-Oct-09 12:28:00.0000,  1.040603263308366E+08,  1.186255656575511E+08,  2.681697752734318E+06, -2.179555276216573E+01,  2.574737071156752E+01, -2.088058716070091E+00,
2459132.020138889, A.D. 2020-Oct-09 12:29:00.0000,  1.040590185913463E+08,  1.186271104925860E+08,  2.681572469048306E+06, -2.179576355380767E+01,  2.574713041801455E+01, -2.088064148451901E+00,
2459132.020833333, A.D. 2020-Oct-09 12:30:00.0000,  1.040577108392102E+08,  1.186286553132012E+08,  2.681447185036518E+06, -2.179597434161110E+01,  2.574689012268830E+01, -2.088069580549279E+00,
2459132.021527778, A.D. 2020-Oct-09 12:31:00.0000,  1.040564030744254E+08,  1.186302001194006E+08,  2.681321900698647E+06, -2.179618512557655E+01,  2.574664982558822E+01, -2.088075012362239E+00,
2459132.022222222, A.D. 2020-Oct-09 12:32:00.0000,  1.040550952969953E+08,  1.186317449111802E+08,  2.681196616035044E+06, -2.179639590570346E+01,  2.574640952671501E+01, -2.088080443890775E+00,
2459132.022916667, A.D. 2020-Oct-09 12:33:00.0000,  1.040537875069168E+08,  1.186332896885438E+08,  2.681071331045389E+06, -2.179660668199237E+01,  2.574616922606814E+01, -2.088085875134896E+00,
2459132.023611111, A.D. 2020-Oct-09 12:34:00.0000,  1.040524797041936E+08,  1.186348344514872E+08,  2.680946045730032E+06, -2.179681745444272E+01,  2.574592892364833E+01, -2.088091306094594E+00,
2459132.024305556, A.D. 2020-Oct-09 12:35:00.0000,  1.040511718888224E+08,  1.186363792000145E+08,  2.680820760088675E+06, -2.179702822305505E+01,  2.574568861945501E+01, -2.088096736769884E+00,
2459132.025000000, A.D. 2020-Oct-09 12:36:00.0000,  1.040498640608069E+08,  1.186379239341215E+08,  2.680695474121630E+06, -2.179723898782879E+01,  2.574544831348889E+01, -2.088102167160752E+00,
2459132.025694444, A.D. 2020-Oct-09 12:37:00.0000,  1.040485562201440E+08,  1.186394686538121E+08,  2.680570187828630E+06, -2.179744974876449E+01,  2.574520800574945E+01, -2.088107597267218E+00,
2459132.026388889, A.D. 2020-Oct-09 12:38:00.0000,  1.040472483668372E+08,  1.186410133590821E+08,  2.680444901209973E+06, -2.179766050586158E+01,  2.574496769623740E+01, -2.088113027089264E+00,
2459132.027083333, A.D. 2020-Oct-09 12:39:00.0000,  1.040459405008834E+08,  1.186425580499355E+08,  2.680319614265375E+06, -2.179787125912059E+01,  2.574472738495217E+01, -2.088118456626908E+00,
2459132.027777778, A.D. 2020-Oct-09 12:40:00.0000,  1.040446326222862E+08,  1.186441027263682E+08,  2.680194326995187E+06, -2.179808200854097E+01,  2.574448707189449E+01, -2.088123885880140E+00,
2459132.028472222, A.D. 2020-Oct-09 12:41:00.0000,  1.040433247310425E+08,  1.186456473883841E+08,  2.680069039399073E+06, -2.179829275412325E+01,  2.574424675706381E+01, -2.088129314848976E+00,
2459132.029166667, A.D. 2020-Oct-09 12:42:00.0000,  1.040420168271558E+08,  1.186471920359790E+08,  2.679943751477413E+06, -2.179850349586688E+01,  2.574400644046084E+01, -2.088134743533399E+00,
2459132.029861111, A.D. 2020-Oct-09 12:43:00.0000,  1.040407089106231E+08,  1.186487366691568E+08,  2.679818463229872E+06, -2.179871423377239E+01,  2.574376612208505E+01, -2.088140171933432E+00,
2459132.030555556, A.D. 2020-Oct-09 12:44:00.0000,  1.040394009814479E+08,  1.186502812879135E+08,  2.679693174656786E+06, -2.179892496783921E+01,  2.574352580193713E+01, -2.088145600049055E+00,
2459132.031250000, A.D. 2020-Oct-09 12:45:00.0000,  1.040380930396271E+08,  1.186518258922530E+08,  2.679567885757878E+06, -2.179913569806789E+01,  2.574328548001654E+01, -2.088151027880286E+00,
2459132.031944444, A.D. 2020-Oct-09 12:46:00.0000,  1.040367850851625E+08,  1.186533704821731E+08,  2.679442596533298E+06, -2.179934642445815E+01,  2.574304515632369E+01, -2.088156455427127E+00,
2459132.032638889, A.D. 2020-Oct-09 12:47:00.0000,  1.040354771180562E+08,  1.186549150576717E+08,  2.679317306983232E+06, -2.179955714700967E+01,  2.574280483085895E+01, -2.088161882689564E+00,
2459132.033333333, A.D. 2020-Oct-09 12:48:00.0000,  1.040341691383050E+08,  1.186564596187527E+08,  2.679192017107375E+06, -2.179976786572302E+01,  2.574256450362181E+01, -2.088167309667615E+00,
2459132.034027778, A.D. 2020-Oct-09 12:49:00.0000,  1.040328611459124E+08,  1.186580041654120E+08,  2.679066726906076E+06, -2.179997858059764E+01,  2.574232417461295E+01, -2.088172736361269E+00,
2459132.034722222, A.D. 2020-Oct-09 12:50:00.0000,  1.040315531408754E+08,  1.186595486976536E+08,  2.678941436379030E+06, -2.180018929163404E+01,  2.574208384383186E+01, -2.088178162770541E+00,
2459132.035416667, A.D. 2020-Oct-09 12:51:00.0000,  1.040302451231976E+08,  1.186610932154732E+08,  2.678816145526558E+06, -2.180039999883167E+01,  2.574184351127921E+01, -2.088183588895419E+00,
2459132.036111111, A.D. 2020-Oct-09 12:52:00.0000,  1.040289370928757E+08,  1.186626377188749E+08,  2.678690854348361E+06, -2.180061070219108E+01,  2.574160317695448E+01, -2.088189014735917E+00,
2459132.036805556, A.D. 2020-Oct-09 12:53:00.0000,  1.040276290499134E+08,  1.186641822078544E+08,  2.678565562844791E+06, -2.180082140171170E+01,  2.574136284085839E+01, -2.088194440292028E+00,
2459132.037500000, A.D. 2020-Oct-09 12:54:00.0000,  1.040263209943076E+08,  1.186657266824157E+08,  2.678440271015532E+06, -2.180103209739407E+01,  2.574112250299037E+01, -2.088199865563768E+00,
2459132.038194444, A.D. 2020-Oct-09 12:55:00.0000,  1.040250129260618E+08,  1.186672711425546E+08,  2.678314978860945E+06, -2.180124278923762E+01,  2.574088216335115E+01, -2.088205290551112E+00,
2459132.038888889, A.D. 2020-Oct-09 12:56:00.0000,  1.040237048451730E+08,  1.186688155882752E+08,  2.678189686380677E+06, -2.180145347724289E+01,  2.574064182194017E+01, -2.088210715254091E+00,
2459132.039583333, A.D. 2020-Oct-09 12:57:00.0000,  1.040223967516447E+08,  1.186703600195732E+08,  2.678064393575110E+06, -2.180166416140933E+01,  2.574040147875815E+01, -2.088216139672687E+00,
2459132.040277778, A.D. 2020-Oct-09 12:58:00.0000,  1.040210886454738E+08,  1.186719044364526E+08,  2.677939100443929E+06, -2.180187484173746E+01,  2.574016113380455E+01, -2.088221563806915E+00,
2459132.040972222, A.D. 2020-Oct-09 12:59:00.0000,  1.040197805266638E+08,  1.186734488389092E+08,  2.677813806987472E+06, -2.180208551822673E+01,  2.573992078708007E+01, -2.088226987656762E+00,
2459132.041666667, A.D. 2020-Oct-09 13:00:00.0000,  1.040184723952117E+08,  1.186749932269469E+08,  2.677688513205417E+06, -2.180229619087768E+01,  2.573968043858418E+01, -2.088232411222247E+00,
2459132.042361111, A.D. 2020-Oct-09 13:01:00.0000,  1.040171642511210E+08,  1.186765376005617E+08,  2.677563219098136E+06, -2.180250685968975E+01,  2.573944008831758E+01, -2.088237834503353E+00,
2459132.043055556, A.D. 2020-Oct-09 13:02:00.0000,  1.040158560943886E+08,  1.186780819597575E+08,  2.677437924665287E+06, -2.180271752466346E+01,  2.573919973627972E+01, -2.088243257500102E+00,
2459132.043750000, A.D. 2020-Oct-09 13:03:00.0000,  1.040145479250182E+08,  1.186796263045300E+08,  2.677312629907228E+06, -2.180292818579825E+01,  2.573895938247132E+01, -2.088248680212477E+00,
2459132.044444445, A.D. 2020-Oct-09 13:04:00.0000,  1.040132397430064E+08,  1.186811706348833E+08,  2.677187334823683E+06, -2.180313884309469E+01,  2.573871902689184E+01, -2.088254102640496E+00,
2459132.045138889, A.D. 2020-Oct-09 13:05:00.0000,  1.040119315483571E+08,  1.186827149508131E+08,  2.677062039414935E+06, -2.180334949655218E+01,  2.573847866954198E+01, -2.088259524784146E+00,
2459132.045833333, A.D. 2020-Oct-09 13:06:00.0000,  1.040106233410670E+08,  1.186842592523235E+08,  2.676936743680708E+06, -2.180356014617127E+01,  2.573823831042120E+01, -2.088264946643442E+00,
2459132.046527778, A.D. 2020-Oct-09 13:07:00.0000,  1.040093151211397E+08,  1.186858035394103E+08,  2.676811447621338E+06, -2.180377079195141E+01,  2.573799794953021E+01, -2.088270368218375E+00,
2459132.047222222, A.D. 2020-Oct-09 13:08:00.0000,  1.040080068885721E+08,  1.186873478120774E+08,  2.676686151236534E+06, -2.180398143389312E+01,  2.573775758686847E+01, -2.088275789508954E+00,
2459132.047916667, A.D. 2020-Oct-09 13:09:00.0000,  1.040066986433677E+08,  1.186888920703207E+08,  2.676560854526609E+06, -2.180419207199586E+01,  2.573751722243668E+01, -2.088281210515172E+00,
2459132.048611111, A.D. 2020-Oct-09 13:10:00.0000,  1.040053903855235E+08,  1.186904363141440E+08,  2.676435557491288E+06, -2.180440270626014E+01,  2.573727685623431E+01, -2.088286631237048E+00,
2459132.049305555, A.D. 2020-Oct-09 13:11:00.0000,  1.040040821150431E+08,  1.186919805435433E+08,  2.676310260130875E+06, -2.180461333668543E+01,  2.573703648826206E+01, -2.088292051674562E+00,
2459132.050000000, A.D. 2020-Oct-09 13:12:00.0000,  1.040027738319232E+08,  1.186935247585225E+08,  2.676184962445080E+06, -2.180482396327224E+01,  2.573679611851939E+01, -2.088297471827737E+00,
2459132.050694444, A.D. 2020-Oct-09 13:13:00.0000,  1.040014655361676E+08,  1.186950689590775E+08,  2.676059664434269E+06, -2.180503458602002E+01,  2.573655574700701E+01, -2.088302891696555E+00,
2459132.051388889, A.D. 2020-Oct-09 13:14:00.0000,  1.040001572277730E+08,  1.186966131452121E+08,  2.675934366098098E+06, -2.180524520492931E+01,  2.573631537372438E+01, -2.088308311281036E+00,
2459132.052083333, A.D. 2020-Oct-09 13:15:00.0000,  1.039988489067431E+08,  1.186981573169222E+08,  2.675809067436919E+06, -2.180545581999954E+01,  2.573607499867220E+01, -2.088313730581165E+00,
2459132.052777778, A.D. 2020-Oct-09 13:16:00.0000,  1.039975405730748E+08,  1.186997014742118E+08,  2.675683768450439E+06, -2.180566643123126E+01,  2.573583462184993E+01, -2.088319149596961E+00,
2459132.053472222, A.D. 2020-Oct-09 13:17:00.0000,  1.039962322267715E+08,  1.187012456170768E+08,  2.675558469138972E+06, -2.180587703862390E+01,  2.573559424325829E+01, -2.088324568328407E+00,
2459132.054166667, A.D. 2020-Oct-09 13:18:00.0000,  1.039949238678302E+08,  1.187027897455210E+08,  2.675433169502236E+06, -2.180608764217799E+01,  2.573535386289672E+01, -2.088329986775520E+00,
2459132.054861111, A.D. 2020-Oct-09 13:19:00.0000,  1.039936154962546E+08,  1.187043338595403E+08,  2.675307869540580E+06, -2.180629824189299E+01,  2.573511348076595E+01, -2.088335404938292E+00,
2459132.055555556, A.D. 2020-Oct-09 13:20:00.0000,  1.039923071120413E+08,  1.187058779591386E+08,  2.675182569253661E+06, -2.180650883776941E+01,  2.573487309686541E+01, -2.088340822816736E+00,
2459132.056250000, A.D. 2020-Oct-09 13:21:00.0000,  1.039909987151942E+08,  1.187074220443118E+08,  2.675057268641837E+06, -2.180671942980671E+01,  2.573463271119583E+01, -2.088346240410839E+00,
2459132.056944444, A.D. 2020-Oct-09 13:22:00.0000,  1.039896903057099E+08,  1.187089661150638E+08,  2.674931967704818E+06, -2.180693001800543E+01,  2.573439232375666E+01, -2.088351657720615E+00,
2459132.057638889, A.D. 2020-Oct-09 13:23:00.0000,  1.039883818835921E+08,  1.187105101713906E+08,  2.674806666442931E+06, -2.180714060236499E+01,  2.573415193454861E+01, -2.088357074746057E+00,
2459132.058333333, A.D. 2020-Oct-09 13:24:00.0000,  1.039870734488377E+08,  1.187120542132959E+08,  2.674681364855856E+06, -2.180735118288594E+01,  2.573391154357114E+01, -2.088362491487176E+00,
2459132.059027778, A.D. 2020-Oct-09 13:25:00.0000,  1.039857650014503E+08,  1.187135982407757E+08,  2.674556062943965E+06, -2.180756175956772E+01,  2.573367115082496E+01, -2.088367907943963E+00,
2459132.059722222, A.D. 2020-Oct-09 13:26:00.0000,  1.039844565414267E+08,  1.187151422538339E+08,  2.674430760706916E+06, -2.180777233241085E+01,  2.573343075630952E+01, -2.088373324116436E+00,
2459132.060416667, A.D. 2020-Oct-09 13:27:00.0000,  1.039831480687705E+08,  1.187166862524664E+08,  2.674305458145082E+06, -2.180798290141479E+01,  2.573319036002554E+01, -2.088378740004575E+00,
2459132.061111111, A.D. 2020-Oct-09 13:28:00.0000,  1.039818395834786E+08,  1.187182302366771E+08,  2.674180155258119E+06, -2.180819346658007E+01,  2.573294996197246E+01, -2.088384155608400E+00,
2459132.061805556, A.D. 2020-Oct-09 13:29:00.0000,  1.039805310855546E+08,  1.187197742064617E+08,  2.674054852046400E+06, -2.180840402790613E+01,  2.573270956215100E+01, -2.088389570927902E+00,
2459132.062500000, A.D. 2020-Oct-09 13:30:00.0000,  1.039792225749954E+08,  1.187213181618244E+08,  2.673929548509620E+06, -2.180861458539350E+01,  2.573246916056062E+01, -2.088394985963092E+00,
2459132.063194444, A.D. 2020-Oct-09 13:31:00.0000,  1.039779140518028E+08,  1.187228621027630E+08,  2.673804244647935E+06, -2.180882513904190E+01,  2.573222875720172E+01, -2.088400400713965E+00,
2459132.063888889, A.D. 2020-Oct-09 13:32:00.0000,  1.039766055159788E+08,  1.187244060292752E+08,  2.673678940461546E+06, -2.180903568885104E+01,  2.573198835207468E+01, -2.088405815180522E+00,
2459132.064583333, A.D. 2020-Oct-09 13:33:00.0000,  1.039752969675202E+08,  1.187259499413651E+08,  2.673553635950133E+06, -2.180924623482147E+01,  2.573174794517896E+01, -2.088411229362771E+00,
